City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,sitka,57.0531,-135.33,287.09,94,100,0.0,US,1690956575
292,zvishavane,-20.3267,30.0665,284.53,83,57,5.22,ZW,1690957097
293,mitu,1.1983,-70.1733,294.0,99,68,1.2,CO,1690957098
294,weining,26.85,104.2333,293.89,78,97,4.14,CN,1690957098
295,weno,7.4515,151.8468,303.12,89,100,1.54,FM,1690956555
296,ola,59.5833,151.2833,292.12,63,100,1.95,RU,1690957098
297,nova sintra,14.8667,-24.7167,295.74,84,29,2.74,CV,1690956525
298,cheremukhovo,60.3484,59.9851,295.66,54,29,2.3,RU,1690957099
299,thunder bay,48.4001,-89.3168,286.86,93,89,0.95,CA,1690956528
300,pacific grove,36.6177,-121.9166,288.72,92,100,2.06,US,1690956839
301,kavaratti,10.5669,72.642,301.59,78,98,7.66,IN,1690956538
302,kalamata,37.0389,22.1142,300.99,63,0,3.6,GR,1690957100
303,bereket,39.2446,55.5154,309.4,28,2,0.46,TM,1690957100
304,salalah,17.0151,54.0924,300.2,94,100,4.12,OM,1690957101
305,hammerfest,70.6634,23.6821,289.4,77,75,3.6,NO,1690956825
306,ta`u,-14.2336,-169.5144,300.37,81,71,5.42,AS,1690956502
307,ellsworth,44.5434,-68.4195,288.45,91,0,0.0,US,1690957101
308,soto la marina,23.7667,-98.2167,298.57,91,39,1.93,MX,1690957101
309,kamaishi,39.2667,141.8833,302.53,62,99,4.27,JP,1690957102
310,fabens,31.5023,-106.1586,303.47,41,53,5.95,US,1690957102
311,peniche,39.3558,-9.3811,294.42,94,31,3.76,PT,1690956598
312,pokhara,28.2333,83.9833,303.34,62,100,1.35,NP,1690957102
313,parang,7.3704,124.2697,303.5,61,77,3.48,PH,1690957102
314,lesogorsk,56.0458,99.5136,300.82,48,85,1.11,RU,1690957103
315,idri,27.5,13.2667,301.91,25,0,4.01,LY,1690957103
316,campbellton,48.0075,-66.6727,284.4,91,31,2.16,CA,1690957103
317,kokkola,63.8385,23.1307,290.24,95,20,4.12,FI,1690957103
318,ketchikan,55.3422,-131.6461,287.41,88,100,2.06,US,1690957104
319,usinsk,65.9939,57.5281,296.7,47,59,4.89,RU,1690956306
320,padampur,29.6833,73.6167,310.67,40,6,6.42,IN,1690957104
321,sao felix do xingu,-6.6447,-51.995,295.71,62,88,0.68,BR,1690956607
322,coquimbo,-29.9533,-71.3436,285.0,100,100,1.54,CL,1690956387
323,happy valley-goose bay,53.3168,-60.3315,286.32,88,100,1.54,CA,1690957105
324,abong mbang,3.9833,13.1833,292.82,97,99,1.29,CM,1690957105
325,selydove,48.1471,37.3003,298.44,56,77,1.57,UA,1690957105
326,patterson,37.4716,-121.1297,294.88,70,32,1.43,US,1690956929
327,al mijlad,11.0333,27.7333,299.21,62,98,4.77,SD,1690957106
328,kolyvan',55.3053,82.7391,301.94,42,35,1.37,RU,1690957106
329,moyynkum,44.2914,72.9469,309.4,18,16,6.46,KZ,1690957106
330,maxixe,-23.8597,35.3472,292.83,59,53,5.59,MZ,1690957106
331,geraldton,-28.7667,114.6,289.38,88,100,7.2,AU,1690956435
332,moyale,3.5167,39.0584,293.35,65,86,7.33,KE,1690957107
333,sorong,-0.8833,131.25,301.4,81,45,5.13,ID,1690956555
334,shimokizukuri,40.8061,140.3861,305.38,74,99,4.12,JP,1690957107
335,valparaiso,-33.0393,-71.6273,288.95,66,0,3.09,CL,1690956984
336,urengoy,65.9667,78.3667,302.51,40,0,6.29,RU,1690957108
337,miquelon,47.0975,-56.3814,290.15,85,31,7.76,PM,1690957108
338,zyryanskoye,56.8306,86.6258,301.0,48,8,0.96,RU,1690957108
339,mahdia,35.5047,11.0622,301.12,51,0,2.48,TN,1690956786
340,kirensk,57.7853,108.1119,299.96,31,17,4.7,RU,1690956526
341,puerto deseado,-47.7503,-65.8938,277.28,45,19,15.4,AR,1690957109
342,amuntai,-2.4177,115.2494,310.37,33,9,1.03,ID,1690957109
343,sao mateus,-18.7161,-39.8589,291.01,91,26,1.6,BR,1690957109
344,cabo san lucas,22.8909,-109.9124,303.99,76,87,1.28,MX,1690957109
345,sarupathar,26.1984,93.8094,307.01,60,93,1.33,IN,1690957110
346,kingsville,27.5159,-97.8561,301.99,86,20,0.45,US,1690957110
347,fujin,47.26,132.0322,301.77,77,94,4.03,CN,1690957110
348,sault ste. marie,46.5168,-84.3333,290.46,96,0,1.03,CA,1690956940
349,lossiemouth,57.7214,-3.2834,286.57,95,20,4.12,GB,1690957111
350,enewetak,11.3474,162.3373,301.73,77,77,4.43,MH,1690957111
351,luderitz,-26.6481,15.1594,290.89,27,2,9.22,NA,1690957111
352,de aar,-30.6497,24.0123,278.75,37,0,2.14,ZA,1690957111
353,cestos city,5.46,-9.5828,297.71,89,100,2.89,LR,1690957111
354,mao,39.8885,4.2658,300.46,89,75,3.6,ES,1690956944
355,alice town,25.7167,-79.3,302.48,69,67,3.0,BS,1690956970
356,villa emilio carranza,19.9667,-96.6,298.91,85,53,1.78,MX,1690957112
357,nueva palestina,15.8,-92.75,293.76,96,98,1.09,MX,1690957113
358,brookings,44.3114,-96.7984,296.15,93,0,4.12,US,1690956993
359,mentekab,3.4854,102.3484,306.95,51,80,0.56,MY,1690957114
360,kasempa,-13.4584,25.8338,289.2,64,62,5.17,ZM,1690957114
361,taoudenni,22.6783,-3.9836,309.1,9,16,1.67,ML,1690957114
362,siwa oasis,29.2041,25.5195,303.25,31,0,3.75,EG,1690957114
363,la passe,45.5549,-0.8967,295.28,89,65,9.37,FR,1690957115
364,muisne,0.6,-80.0333,298.04,88,59,2.27,EC,1690957115
365,dakhla,23.6848,-15.958,293.16,88,40,11.83,EH,1690957115
366,pirae,-17.5167,-149.5333,298.16,73,20,1.54,PF,1690957115
367,rabo de peixe,37.8,-25.5833,292.88,88,20,1.54,PT,1690957116
368,gaalkacyo,6.7697,47.4308,299.91,62,100,10.2,SO,1690956380
369,ciudad choluteca,13.3003,-87.1908,296.85,97,100,0.69,HN,1690957116
370,swift current,50.2834,-107.8014,290.6,77,0,4.12,CA,1690957079
371,polyarnyy,69.1989,33.4478,291.51,78,38,3.44,RU,1690956802
372,sao tome,0.3365,6.7273,295.94,77,64,3.83,ST,1690956573
373,labrador city,52.9463,-66.9114,283.1,87,100,2.57,CA,1690956858
374,general conesa,-40.1,-64.4333,283.83,43,18,4.32,AR,1690957117
375,chilecito,-29.1619,-67.4974,288.33,43,0,0.72,AR,1690957117
376,svobodnyy,51.4,128.1333,302.73,25,58,5.9,RU,1690957117
377,quang ngai,15.1167,108.8,303.29,67,99,1.63,VN,1690957118
378,shache,38.4167,77.2406,309.25,13,0,2.04,CN,1690956828
379,siocon,7.7061,122.1353,302.37,76,96,4.14,PH,1690957118
380,howrah,22.5892,88.3103,302.15,84,75,6.17,IN,1690956537
381,oildale,35.4197,-119.0195,301.16,19,0,3.6,US,1690957118
382,porto novo,6.4965,2.6036,299.05,91,100,3.46,BJ,1690956797
383,santa marta,11.2408,-74.199,301.42,77,60,2.68,CO,1690957119
384,znamenskoye,57.1281,73.8282,292.8,86,93,1.81,RU,1690956532
385,erenhot,43.6475,111.9767,309.47,19,22,9.18,CN,1690957119
386,yeed,4.55,43.0333,299.49,58,100,10.14,SO,1690957119
387,edinburg,55.9521,-3.1965,288.21,94,100,6.69,GB,1690957051
388,alofi,-19.0595,-169.9187,293.09,100,100,6.69,NU,1690957120
389,ciudad lazaro cardenas,17.9583,-102.2,299.98,86,85,0.68,MX,1690957120
390,longyearbyen,78.2186,15.6401,283.06,76,0,1.54,SJ,1690957120
391,miasskoye,55.2784,61.8905,298.96,46,88,4.27,RU,1690957120
392,stephenville,32.2207,-98.2023,304.15,44,0,0.0,US,1690956582
393,illizi,26.4833,8.4667,306.56,16,7,1.91,DZ,1690956584
394,yanchep,-31.55,115.6833,290.34,74,78,7.31,AU,1690957121
395,fomboni,-12.28,43.7425,298.34,74,12,9.86,KM,1690957121
396,aleksandrovsk-sakhalinskiy,50.8975,142.1561,290.84,73,62,3.74,RU,1690957121
397,fortuna,40.5982,-124.1573,287.96,91,12,1.3,US,1690956529
398,maydolong,11.4992,125.5011,306.38,53,98,4.57,PH,1690957122
399,paphos,34.7667,32.4167,303.83,65,20,1.03,CY,1690957036
400,tuy hoa,13.0833,109.3,301.49,71,100,6.22,VN,1690956549
401,pangody,65.85,74.4859,301.46,45,1,6.56,RU,1690956765
402,nadi,-17.8,177.4167,298.15,73,20,1.54,FJ,1690956770
403,helena,46.5927,-112.0361,295.7,38,0,3.13,US,1690956875
404,poxoreo,-15.8372,-54.3892,293.82,45,0,1.2,BR,1690957123
405,massena,44.9281,-74.8919,285.77,93,0,0.0,US,1690956865
406,buala,-8.145,159.5921,298.29,92,100,2.28,SB,1690957124
407,glace bay,46.1969,-59.957,288.24,96,20,3.09,CA,1690957124
408,newman,37.3138,-121.0208,297.34,70,38,0.89,US,1690956563
409,malango,-2.9627,119.9001,302.14,53,34,2.35,ID,1690957124
410,cavelossim,15.1726,73.9419,300.61,80,100,6.88,IN,1690957125
411,mount horeb,43.0086,-89.7385,294.54,89,59,2.84,US,1690956891
412,merowe,18.4833,31.8167,306.4,39,80,6.3,SD,1690957125
413,crane,31.3974,-102.3501,303.12,32,33,5.98,US,1690956584
414,ortakoy,38.7373,34.0387,296.29,35,33,1.6,TR,1690957125
415,kudat,6.8837,116.8477,307.11,52,20,6.17,MY,1690957126
416,sengiley,53.9622,48.7944,298.19,47,29,2.64,RU,1690957126
417,cascais,38.6979,-9.4215,295.1,84,75,9.39,PT,1690957126
418,mafra,-26.1114,-49.8053,283.62,94,0,0.44,BR,1690957126
419,zaranj,30.9667,61.8833,312.13,9,0,6.49,AF,1690957097
420,saint-pierre,-21.3393,55.4781,299.02,73,20,7.72,RE,1690957127
421,quelimane,-17.8786,36.8883,295.12,68,75,6.17,MZ,1690956908
422,kalmunai,7.4167,81.8167,306.39,46,100,2.2,LK,1690956865
423,cidreira,-30.1811,-50.2056,289.51,88,0,1.49,BR,1690957127
424,thisted,56.9552,8.6949,289.34,82,9,4.06,DK,1690957128
425,minas de marcona,-15.2119,-75.1103,286.2,87,48,2.78,PE,1690956764
426,amga,60.8953,131.9608,288.68,86,90,1.63,RU,1690957128
427,karakulino,56.012,53.7067,293.13,78,100,1.4,RU,1690957128
428,haiku-pauwela,20.9219,-156.3051,298.17,70,40,6.17,US,1690957128
429,sao gabriel da cachoeira,-0.1303,-67.0892,295.44,97,48,1.06,BR,1690956637
430,fier,40.7239,19.5561,300.21,49,41,1.33,AL,1690957129
431,beaumont,30.0861,-94.1019,301.51,88,0,1.54,US,1690956833
432,mitchell,43.7094,-98.0298,296.14,88,75,2.06,US,1690957129
433,embi,48.8264,58.1442,300.44,34,0,6.64,KZ,1690957129
434,tsiombe,-25.3,45.4833,293.71,60,84,5.39,MG,1690957130
435,kapiri mposhi,-13.9652,28.6809,287.44,68,62,5.75,ZM,1690957130
436,basco,20.4487,121.9702,301.39,85,94,11.63,PH,1690957130
437,fauske,67.2588,15.3918,292.01,67,13,2.73,NO,1690957130
438,hoa binh,20.8133,105.3383,301.41,90,100,1.06,VN,1690957130
439,namdrik,5.5994,168.1028,301.44,74,16,3.16,MH,1690957131
440,kondopoga,62.2057,34.2614,293.97,60,43,3.35,RU,1690957131
441,proletarsk,46.7031,41.7192,302.46,43,61,5.06,RU,1690957131
442,northam,51.0333,-4.2167,289.63,93,78,9.6,GB,1690957131
443,goianira,-16.4961,-49.4264,294.05,56,0,2.19,BR,1690957132
444,lethem,3.3803,-59.7968,297.08,88,75,2.89,GY,1690957132
445,ilula,-7.6766,36.0366,289.38,81,45,4.36,TZ,1690957132
446,labytnangi,66.6572,66.4183,296.95,58,10,6.73,RU,1690957132
447,haapavesi,64.1333,25.3667,291.77,90,100,1.79,FI,1690957133
448,luwuk,-0.9516,122.7875,302.36,71,29,3.8,ID,1690957133
449,betioky,-23.7167,44.3833,292.89,54,0,6.51,MG,1690957133
450,baotou,40.6522,109.8222,307.92,32,66,3.04,CN,1690957133
451,kongsvinger,60.1905,11.9977,287.62,76,99,1.77,NO,1690957134
452,qamdo,31.1667,97.2333,289.91,44,100,0.73,CN,1690956539
453,tongren,27.7172,109.1853,298.3,93,100,1.28,CN,1690957058
454,trondheim,63.4305,10.3951,290.18,86,42,2.17,NO,1690956884
455,edson,53.5835,-116.4356,289.23,72,100,2.57,CA,1690957134
456,san rafael del sur,11.8485,-86.4384,297.16,93,100,1.35,NI,1690957135
457,cupira,-8.6167,-35.95,293.2,94,82,1.49,BR,1690957135
458,nuuk,64.1835,-51.7216,279.49,100,100,6.71,GL,1690956543
459,buxton,53.2574,-1.9098,286.03,97,100,0.45,GB,1690957136
460,amursk,50.2261,136.8994,297.45,62,62,3.55,RU,1690957136
461,la manga del mar menor,37.6413,-0.7165,299.97,93,40,1.03,ES,1690956955
462,conception bay south,47.4999,-52.9981,288.68,95,28,3.28,CA,1690957136
463,yacimiento rio turbio,-51.5732,-72.3508,269.15,89,99,6.66,AR,1690957136
464,bardai,11.65,7.2333,295.04,92,100,7.01,NG,1690956566
465,pont rouge,48.8833,-72.0825,284.31,69,98,2.55,CA,1690957137
466,vernon,50.2581,-119.2691,294.68,45,1,0.51,CA,1690956764
467,silvan,38.1419,41.0081,301.31,15,0,2.12,TR,1690957137
468,galle,6.0367,80.217,301.72,76,97,5.63,LK,1690956598
469,kaoma,-14.7833,24.8,289.6,57,49,5.24,ZM,1690957138
470,mahanoro,-19.9,48.8,295.75,69,1,4.45,MG,1690957138
471,smithers,54.7804,-127.1743,284.43,90,77,1.02,CA,1690956566
472,tazacorte,28.629,-17.9293,296.69,73,20,8.23,ES,1690957138
473,chonchi,-42.6128,-73.8092,277.71,87,89,2.89,CL,1690956987
474,arraial do cabo,-22.9661,-42.0278,293.15,82,10,7.18,BR,1690956603
475,bonga,7.2833,36.2333,289.74,99,100,0.63,ET,1690957139
476,hami,42.8,93.45,310.21,13,41,4.22,CN,1690956599
477,bamboo flat,11.7,92.7167,304.2,74,40,8.75,IN,1690957139
478,kudahuvadhoo,2.6708,72.8944,301.47,70,97,3.58,MV,1690956605
479,sawakin,19.1059,37.3321,308.56,46,8,6.04,SD,1690957140
480,ialibu,-6.2821,143.9935,290.69,86,98,1.45,PG,1690957140
481,shimoda,34.6667,138.95,307.1,67,29,4.85,JP,1690957140
482,saldanha,-33.0117,17.9442,283.31,54,40,3.63,ZA,1690956583
483,nabire,-3.3667,135.4833,299.26,86,100,0.45,ID,1690957140
484,kargasok,59.0556,80.8572,298.19,57,47,3.55,RU,1690957141
485,svetlyy,54.675,20.1347,292.57,85,84,6.65,RU,1690957141
486,manaure,11.7751,-72.4445,300.38,82,27,0.98,CO,1690957141
487,abeokuta,7.15,3.35,296.1,97,100,1.53,NG,1690957141
488,ajdabiya,30.7554,20.2263,301.28,54,0,1.34,LY,1690957142
489,klaksvik,62.2266,-6.589,283.66,98,100,8.6,FO,1690957142
490,mumbwa,-14.9783,27.0619,288.37,73,57,5.35,ZM,1690957142
491,rumonge,-3.9736,29.4386,299.15,39,7,1.48,BI,1690957142
492,nicoya,10.1483,-85.452,296.53,95,95,1.44,CR,1690957143
493,khadan khak,30.7477,67.7085,303.4,12,0,4.69,PK,1690957143
494,quellon,-43.1167,-73.6167,276.29,93,40,2.57,CL,1690956972
495,mollendo,-17.0231,-72.0147,289.46,87,38,1.58,PE,1690957143
496,menongue,-14.6585,17.691,283.45,17,81,1.49,AO,1690956553
497,winterset,41.3308,-94.0138,297.25,93,98,3.06,US,1690957144
498,san ignacio de velasco,-16.3667,-60.95,294.22,47,0,0.66,BO,1690957144
499,zhaoqing,23.0512,112.4597,306.38,49,99,2.53,CN,1690957059
500,midvagur,62.0511,-7.1939,283.61,87,75,7.72,FO,1690956847
501,new norfolk,-42.7826,147.0587,288.66,61,31,1.64,AU,1690957144
502,sovetskaya gavan',48.9723,140.2878,290.92,72,100,2.04,RU,1690957145
503,molln,53.6333,10.6833,289.11,82,100,2.06,DE,1690957145
504,nova vicosa,-17.8919,-39.3719,293.61,80,6,3.1,BR,1690956576
505,vila velha,-20.3297,-40.2925,292.01,97,40,1.03,BR,1690957145
506,papao,-17.75,-149.55,298.52,74,97,4.92,PF,1690956567
507,morehead city,34.7229,-76.726,297.59,80,0,2.57,US,1690956805
508,aral,40.5156,81.2636,309.1,17,4,2.49,CN,1690956553
509,shubarshi,48.5872,57.1869,301.06,32,2,5.99,KZ,1690956851
510,grosseto,42.8333,11.25,298.79,83,0,1.03,IT,1690956968
511,walvis bay,-22.9575,14.5053,289.31,17,42,8.54,NA,1690956699
512,narvik,68.4384,17.4272,290.82,75,7,2.6,NO,1690957147
513,coro,11.4045,-69.6734,300.16,73,2,5.57,VE,1690957147
514,sidi akkacha,36.4647,1.3026,296.31,43,0,1.76,DZ,1690957147
515,guanica,17.9716,-66.908,302.03,74,99,1.82,PR,1690957148
516,santona,43.4439,-3.4576,296.04,78,0,1.08,ES,1690957148
517,selfoss,63.9331,-20.9971,284.29,88,52,1.75,IS,1690956548
518,al jawf,29.5,38.75,305.45,17,0,8.51,SA,1690956790
519,tangalle,6.024,80.7911,305.24,61,87,7.46,LK,1690956981
520,tolanaro,-25.0319,46.9987,293.67,67,61,3.27,MG,1690957149
521,le port,-20.9373,55.2919,299.2,81,1,0.62,RE,1690957149
522,constitucion,-35.3333,-72.4167,283.69,79,2,3.78,CL,1690957149
523,belle fourche,44.6714,-103.8522,299.5,56,67,2.05,US,1690957149
524,pangai,-19.8,-174.35,295.21,83,100,6.17,TO,1690957150
525,ciudad gustavo diaz ordaz,26.2333,-98.5833,302.18,81,15,5.24,MX,1690957150
526,chinsali,-10.5414,32.0816,290.33,52,5,6.12,ZM,1690957150
527,swakopmund,-22.6833,14.5333,289.25,20,43,0.45,NA,1690956601
528,nemuro,43.3236,145.575,293.24,83,70,6.25,JP,1690956444
529,oliveira,-20.6964,-44.8272,285.04,73,0,1.7,BR,1690957151
530,dazuocun,24.8862,118.9643,303.05,67,11,2.07,CN,1690957151
531,kapuskasing,49.4169,-82.4331,287.15,72,98,1.54,CA,1690957151
532,bay city,43.5945,-83.8889,292.27,87,0,3.09,US,1690957039
533,marang,5.2056,103.2059,302.7,75,99,1.54,MY,1690956876
534,singaraja,-8.112,115.0882,302.97,60,2,1.77,ID,1690957152
535,rumbek,6.802,29.6912,297.0,81,100,1.06,SS,1690957152
536,sao raimundo nonato,-9.0153,-42.6994,294.68,72,28,2.33,BR,1690957152
537,neryungri,56.6709,124.6491,291.85,43,30,4.15,RU,1690956607
538,grand falls-windsor,48.9332,-55.6649,287.32,94,22,2.34,CA,1690957153
539,kununurra,-15.7667,128.7333,305.14,23,71,4.12,AU,1690956571
540,charikar,35.0136,69.1714,305.98,11,0,4.16,AF,1690957153
541,san fernando de apure,7.8878,-67.4724,296.12,95,19,1.26,VE,1690956847
542,languyan,5.2618,120.0807,303.5,69,3,4.89,PH,1690957153
543,essaouira,31.5125,-9.77,292.73,85,0,8.9,MA,1690956593
544,lijiang,26.8688,100.2207,293.96,83,95,1.73,CN,1690957154
545,vuktyl,63.8567,57.3094,297.59,39,52,3.4,RU,1690957154
546,lesnoy,57.6198,63.0784,296.78,58,15,2.74,RU,1690957154
547,marsa alam,25.0757,34.8918,306.85,46,0,7.72,EG,1690957155
548,betare oya,5.6,14.0833,292.95,99,100,1.73,CM,1690957155
549,aitape,-3.1374,142.3475,301.56,81,45,3.59,PG,1690957155
550,kerikeri,-35.2268,173.9474,282.54,80,10,2.24,NZ,1690956760
551,aasiaat,68.7098,-52.8699,276.34,92,97,1.08,GL,1690957156
552,scarborough,54.2797,-0.4044,288.52,91,100,3.13,GB,1690956878
553,masumbwe,-3.6333,32.1833,294.48,52,63,5.4,TZ,1690957156
554,sao luiz gonzaga,-28.4083,-54.9608,289.6,80,0,2.89,BR,1690957156
555,porsgrunn,59.1405,9.6561,289.18,73,97,0.77,NO,1690957157
556,una,20.8167,71.0333,301.49,75,99,9.03,IN,1690957157
557,magadan,59.5667,150.8,291.78,65,100,1.51,RU,1690956796
558,forster,-32.1667,152.5167,291.09,73,54,3.07,AU,1690956823
559,frutal,-20.0247,-48.9406,292.08,45,0,2.67,BR,1690957157
560,cockburn town,21.4612,-71.1419,301.98,77,90,6.59,TC,1690956560
561,prince rupert,54.3161,-130.3201,287.98,94,0,2.06,CA,1690957158
562,ixtapa,20.7,-105.2,298.58,90,90,1.39,MX,1690957158
563,bathsheba,13.2167,-59.5167,300.49,89,20,2.06,BB,1690957158
564,barra,-11.0894,-43.1417,295.37,67,0,3.59,BR,1690957159
565,saint-philippe,-21.3585,55.7679,297.92,77,34,4.22,RE,1690956774
566,grand baie,-20.0182,57.5802,297.84,72,4,3.13,MU,1690957103
567,sturgis,41.7992,-85.4192,294.04,79,100,3.6,US,1690957159
568,copiapo,-27.3667,-70.3333,285.98,73,0,0.68,CL,1690956599
569,chadron,42.8294,-102.9999,296.4,78,40,4.47,US,1690957131
570,dhidhdhoo,6.8833,73.1,301.43,76,100,5.64,MV,1690956836
571,manokwari,-0.8667,134.0833,300.83,78,52,1.43,ID,1690957160
572,laascaanood,8.4774,47.3597,298.1,61,100,14.55,SO,1690957160
573,vryburg,-26.9566,24.7284,278.57,67,0,3.33,ZA,1690957161
574,fale old settlement,-9.3852,-171.2468,301.41,77,26,3.91,TK,1690957161
575,ouidah,6.3631,2.0851,299.07,90,100,4.48,BJ,1690957161
576,the pas,53.8251,-101.2541,293.16,68,0,3.6,CA,1690957161
577,mili,6.0815,171.735,301.95,72,13,3.12,MH,1690957162
578,harsin,34.2721,47.5861,303.6,12,0,1.53,IR,1690957162
579,butha-buthe,-28.8333,28.5,273.37,44,0,0.6,LS,1690957162
580,albemarle,35.3501,-80.2001,295.44,78,0,1.54,US,1690957163
581,jiaojiang,28.6803,121.4428,309.26,71,86,7.95,CN,1690956581
